"","M0","M0.96","M2.04","M3","M6","M9","M12","M24","M36","M48","M60","M72","M84","M96","M108","M120","M180","M240","M360","M480","M600"
"2011-09-28",3.088,NA,3.2498,3.4301,3.5232,3.5721,3.6164,3.7089,3.7761,3.7838,3.7847,3.8719,3.8899,3.912,NA,3.9203,4.1911,4.3657,4.4407,4.5233,4.615
"2011-09-29",2.9684,NA,3.2373,3.4114,3.4817,3.5534,3.5829,3.6701,3.7417,3.7497,3.7505,3.8429,3.8525,3.88,NA,3.884,4.173,4.3476,4.4326,4.5052,4.5969
"2011-09-30",3.3085,NA,3.2233,3.3724,3.4729,3.5476,3.6069,3.6715,3.7119,3.7201,3.7217,3.8131,3.819,3.86,NA,3.8605,4.1613,4.3358,4.4208,4.4935,4.5852
"2011-10-08",3.2764,NA,3.2461,3.3916,3.4748,3.5582,3.5999,3.6618,3.7083,3.7197,3.7266,3.7898,3.8222,3.8598,NA,3.8605,4.1611,4.3357,4.4208,4.4934,4.5851
"2011-10-09",2.9802,NA,3.233,3.3867,3.4482,3.5205,3.5531,3.6138,3.6481,3.6505,3.6565,3.7194,3.7595,3.8002,NA,3.8056,4.1311,4.3057,4.4008,4.4734,4.5651
"2011-10-10",2.6077,NA,3.186,3.3458,3.4261,3.4551,3.4522,3.5266,3.5488,3.5673,3.5775,3.6486,3.7034,3.7652,NA,3.7706,4.1111,4.2857,4.3808,4.4559,4.5476
"2011-10-11",2.419,NA,3.1677,3.3203,3.3739,3.3777,3.3824,3.4477,3.4918,3.5519,3.5631,3.6383,3.6792,3.7426,NA,3.7593,4.0911,4.2657,4.3608,4.4359,4.5276
"2011-10-12",2.2723,NA,3.1364,3.196,3.204,3.2281,3.2323,3.42,3.5017,3.5743,3.604,3.6867,3.7088,3.7758,NA,3.8005,4.0911,4.2654,4.3508,4.4259,4.5176
"2011-10-13",2.2415,NA,3.0674,3.138,3.1479,3.1515,3.1501,3.4448,3.5271,3.5886,3.6644,3.7146,3.738,3.8068,NA,3.8205,4.1036,4.2654,4.3508,4.4259,4.5176
"2011-10-14",2.1573,NA,3.0316,3.0708,3.1106,3.1416,3.1466,3.4125,3.4883,3.5511,3.6238,3.6748,3.7,3.7673,NA,3.7707,4.0795,4.2412,4.3267,4.4018,4.4935
"2011-10-17",2.0848,NA,3.0692,3.1002,3.1289,3.1385,3.141,3.433,3.5342,3.5867,3.6519,3.6815,3.7215,3.7924,NA,3.7906,4.0894,4.2512,4.3316,4.4067,4.4984
"2011-10-18",2.1081,NA,3.0351,3.0638,3.1173,3.1285,3.1412,3.4047,3.4944,3.55,3.5883,3.658,3.6699,3.7401,NA,3.7407,4.0507,4.2068,4.3016,4.4047,4.4964
"2011-10-19",2.1736,NA,3.0188,3.0898,3.0983,3.1286,3.1411,3.3921,3.5013,3.5454,3.6025,3.67,3.6755,3.7201,NA,3.7311,4.0432,4.1993,4.2879,4.4019,4.4936
"2011-10-20",2.2873,NA,3.0341,3.0651,3.102,3.1287,3.1412,3.4025,3.4764,3.5471,3.585,3.6631,3.6696,3.7101,NA,3.7266,4.0382,4.1943,4.27,4.3819,4.4756
"2011-10-21",2.3511,NA,3.0019,3.049,3.0937,3.1355,3.14,3.4292,3.5028,3.5673,3.6022,3.6656,3.6802,3.7301,NA,3.7385,4.0382,4.1943,4.2701,4.3819,4.4756
"2011-10-24",2.3423,NA,3.0735,3.0861,3.1146,3.1272,3.1347,3.4352,3.5029,3.576,3.6118,3.6768,3.7004,3.7328,NA,3.7533,4.0481,4.1842,4.2615,4.3727,4.4664
"2011-10-25",2.6089,NA,3.0883,3.1027,3.1314,3.1375,3.1669,3.4677,3.5324,3.6107,3.64,3.7068,3.7411,3.7751,NA,3.796,4.05,4.1862,4.2618,4.3728,4.4664
"2011-10-26",3.0089,NA,3.0824,3.1027,3.1129,3.1351,3.1691,3.4335,3.5087,3.5787,3.6307,3.6855,3.7212,3.7588,NA,3.7918,4.04,4.1762,4.2485,4.3578,4.4514
"2011-10-27",3.0881,NA,3.0918,3.1129,3.1273,3.1559,3.1898,3.4501,3.512,3.597,3.6508,3.7056,3.7411,3.7854,NA,3.8032,4.0462,4.1824,4.2512,4.3578,4.4514
"2011-10-28",3.4435,NA,3.1318,3.1333,3.1389,3.1688,3.1898,3.45,3.51,3.5886,3.6306,3.695,3.7315,3.78,NA,3.787,4.0263,4.1524,4.2462,4.3528,4.4464
"2011-10-31",3.3419,NA,3.0878,3.1207,3.1232,3.1277,3.1398,3.4202,3.4902,3.5666,3.5804,3.6745,3.699,3.76,NA,3.7607,4.0132,4.1393,4.2331,4.3397,4.4333
"2011-11-01",2.6456,NA,3.0584,3.0648,3.0884,3.0821,3.0899,3.3468,3.4385,3.4902,3.5483,3.6325,3.6387,3.7104,NA,3.7395,3.9883,4.0989,4.1983,4.3041,4.3977
"2011-11-02",2.4395,NA,3.0202,3.0459,3.0585,3.0594,3.0681,3.3333,3.4127,3.4653,3.5197,3.6177,3.6288,3.6977,NA,3.7208,3.9696,4.0739,4.1884,4.2888,4.3824
"2011-11-03",2.4331,NA,2.984,2.988,2.9889,3.0059,3.0252,3.27,3.3988,3.4698,3.5114,3.6156,3.6411,3.695,NA,3.7233,3.9288,4.0726,4.1871,4.2838,4.3774
"2011-11-04",2.4331,NA,2.9595,2.9635,2.9693,2.9847,2.9969,3.274,3.3793,3.4601,3.4971,3.6063,3.6285,3.6885,NA,3.7158,3.9214,4.0652,4.1858,4.2738,4.3674
"2011-11-07",2.4364,NA,2.9542,2.9583,2.9643,2.9918,2.9901,3.2544,3.3805,3.4621,3.5024,3.6161,3.6382,3.7001,NA,3.7333,3.9301,4.0739,4.1945,4.2825,4.3761
"2011-11-08",2.4548,NA,2.8041,2.8233,2.8363,2.8405,2.8563,3.1624,3.3525,3.4316,3.4666,3.59,3.6004,3.6573,NA,3.6988,3.9101,4.0536,4.1745,4.2624,4.3511
"2011-11-09",2.4598,NA,2.5441,2.5499,2.6072,2.6093,2.6438,2.9915,3.2528,3.3591,3.382,3.5171,3.5833,3.6262,NA,3.6436,3.8914,4.0349,4.1589,4.2474,4.3311
"2011-11-10",2.4685,NA,2.5141,2.5258,2.5272,2.5493,2.5705,2.8637,3.1133,3.2518,3.2916,3.4352,3.4783,3.55,NA,3.5563,3.8501,3.9936,4.1314,4.2268,4.3105
"2011-11-11",2.1664,NA,2.5421,2.5425,2.5432,2.5445,2.5683,2.9133,3.1142,3.253,3.3027,3.4663,3.5023,3.559,NA,3.5916,3.8657,4.0092,4.1418,4.2346,4.3183
"2011-11-14",2.2419,NA,2.4568,2.4654,2.4932,2.5128,2.5562,2.9014,3.1504,3.2358,3.2998,3.4737,3.4985,3.5609,NA,3.5807,3.8591,4.0027,4.1353,4.228,4.3117
"2011-11-15",2.2556,NA,2.4859,2.4915,2.4932,2.5049,2.5459,2.9324,3.1313,3.2769,3.3423,3.5234,3.541,3.5902,NA,3.6563,3.8791,4.0227,4.1553,4.248,4.3317
"2011-11-16",2.2681,NA,2.4929,2.5118,2.5213,2.5318,2.5692,2.9533,3.1414,3.2819,3.3545,3.5284,3.541,3.6052,NA,3.626,3.8646,4.0082,4.1411,4.2335,4.3172
"2011-11-17",2.4223,NA,2.5513,2.5522,2.5553,2.5592,2.598,3.0046,3.1515,3.2897,3.3979,3.5392,3.5512,3.618,NA,3.636,3.874,4.0176,4.1505,4.2429,4.3266
"2011-11-18",2.5556,NA,2.5628,2.5637,2.5668,2.5769,2.6013,3.0369,3.1375,3.3115,3.3673,3.5287,3.5546,3.6202,NA,3.6412,3.8766,4.0202,4.1531,4.2455,4.3292
"2011-11-21",2.5994,NA,2.6001,2.6196,2.638,2.6011,2.611,3.0673,3.1681,3.3272,3.3959,3.549,3.5814,3.6442,NA,3.6598,3.8858,4.0294,4.1624,4.2547,4.3384
"2011-11-22",2.8303,NA,2.6305,2.6405,2.643,2.631,2.6397,3.0575,3.1676,3.3501,3.4075,3.5296,3.5518,3.64,NA,3.6412,3.8765,4.05,4.1637,4.2569,4.3407
"2011-11-23",2.9528,NA,2.6355,2.6458,2.6483,2.6625,2.6717,3.0651,3.1369,3.3096,3.3321,3.4619,3.5159,3.5909,NA,3.5914,3.8566,4.0298,4.1438,4.2368,4.3208
"2011-11-24",2.9428,NA,2.6206,2.631,2.6416,2.6497,2.6754,3.0448,3.1249,3.287,3.3062,3.4798,3.5118,3.5998,NA,3.6103,3.8716,4.0447,4.1581,4.2467,4.3307
"2011-11-25",3.0153,NA,2.6706,2.6719,2.6766,2.6746,2.6932,3.02,3.1099,3.2862,3.3105,3.4705,3.5132,3.5847,NA,3.6115,3.8691,4.0422,4.1554,4.2442,4.3281
"2011-11-28",2.7036,NA,2.6756,2.6785,2.6802,2.6764,2.7215,2.9957,3.1012,3.2983,3.3353,3.4896,3.5358,3.5951,NA,3.6402,3.8914,4.0655,4.1593,4.2545,4.3385
"2011-11-29",2.4047,NA,2.6758,2.6861,2.6802,2.676,2.724,2.9745,3.1202,3.3265,3.3458,3.5045,3.5377,3.6119,NA,3.6315,3.8891,4.0705,4.1633,4.2585,4.3425
"2011-11-30",2.4211,NA,2.7008,2.7057,2.703,2.7008,2.7366,2.9853,3.0994,3.2849,3.3026,3.4889,3.5071,3.5902,NA,3.6091,3.8797,4.0867,4.1533,4.2485,4.3325
"2011-12-01",1.9736,NA,2.5217,2.5098,2.5034,2.5207,2.5866,2.8451,2.9659,3.1056,3.1236,3.3688,3.4134,3.4913,NA,3.5005,3.7935,4.0004,4.0808,4.1723,4.2663
"2011-12-02",1.9684,NA,2.5307,2.5313,2.5377,2.5446,2.6334,2.8234,2.9351,3.0406,3.0515,3.3113,3.3687,3.4583,NA,3.472,3.7717,3.9604,4.0508,4.1423,4.2362
"2011-12-05",1.8528,NA,2.4917,2.4959,2.4948,2.5246,2.6213,2.8193,2.9099,3.0199,3.0373,3.2956,3.355,3.4279,NA,3.442,3.7566,3.96,4.0629,4.15,4.24
"2011-12-06",1.8465,NA,2.5567,2.5616,2.5609,2.5606,2.6293,2.8045,2.91,3.0267,3.0791,3.3079,3.3654,3.4412,NA,3.479,3.7691,3.9725,4.0727,4.16,4.25
"2011-12-07",1.8657,NA,2.5767,2.5815,2.5829,2.5971,2.63,2.7948,2.866,3.0132,3.109,3.3345,3.3738,3.4498,NA,3.489,3.7497,3.9731,4.062,4.17,4.26
"2011-12-08",1.8557,NA,2.5767,2.5815,2.5833,2.5972,2.63,2.7901,2.87,3.0228,3.0892,3.3308,3.3796,3.4556,NA,3.4953,3.7468,3.9701,4.059,4.162,4.2521
"2011-12-09",1.8861,NA,2.5867,2.5939,2.5956,2.6111,2.6324,2.8134,2.8561,3.0206,3.0492,3.3214,3.375,3.4484,NA,3.4817,3.7392,3.9627,4.0717,4.1676,4.2576
"2011-12-12",1.9436,NA,2.5867,2.594,2.5941,2.6104,2.6595,2.8108,2.871,3.0276,3.0619,3.3432,3.384,3.458,NA,3.4927,3.7438,3.9671,4.0762,4.1721,4.2621
"2011-12-13",1.9474,NA,2.5867,2.604,2.5841,2.6314,2.6926,2.8342,2.8979,3.0446,3.1032,3.348,3.3948,3.4644,NA,3.4982,3.7453,3.9688,4.0812,4.1736,4.2638
"2011-12-14",1.9119,NA,2.6075,2.614,2.5841,2.6314,2.7183,2.8577,2.921,3.0636,3.1054,3.3452,3.3852,3.4722,NA,3.4807,3.739,3.9625,4.0749,4.1673,4.2575
"2011-12-15",1.9444,NA,2.6075,2.6147,2.5661,2.6314,2.7198,2.8649,2.9384,3.0643,3.1085,3.345,3.3881,3.4731,NA,3.489,3.7416,3.965,4.0774,4.1699,4.26
"2011-12-16",1.8019,NA,2.6075,2.6165,2.5727,2.6399,2.7202,2.8282,2.9221,3.063,3.0836,3.3372,3.372,3.4478,NA,3.4637,3.7248,3.9482,4.0607,4.1531,4.2432
"2011-12-19",1.8024,NA,2.6075,2.6265,2.5743,2.6314,2.7127,2.8406,2.9173,3.0363,3.0937,3.3546,3.3613,3.4453,NA,3.4702,3.7313,3.9547,4.0672,4.1564,4.2465
"2011-12-20",1.8036,NA,2.6075,2.6207,2.5643,2.6214,2.7127,2.843,2.9339,3.0362,3.0858,3.345,3.3734,3.4617,NA,3.4655,3.728,3.9514,4.0672,4.1563,4.2465
"2011-12-21",1.8044,NA,2.6475,2.6431,2.5922,2.6215,2.7316,2.8487,2.9451,3.0605,3.0834,3.3472,3.3861,3.47,NA,3.4709,3.7307,3.9541,4.0699,4.1581,4.2483
"2011-12-22",1.8411,NA,2.6902,2.6814,2.6409,2.6315,2.7241,2.8516,2.9394,3.0528,3.0831,3.3481,3.3878,3.473,NA,3.4752,3.7326,3.9525,4.0699,4.1581,4.2483
"2011-12-23",1.8453,NA,2.7074,2.7116,2.6603,2.6323,2.7341,2.8488,2.9337,3.0515,3.0888,3.349,3.3881,3.474,NA,3.4803,3.7351,3.955,4.0724,4.1606,4.2508
"2011-12-26",1.9053,NA,2.7063,2.7106,2.6502,2.6272,2.7315,2.8482,2.9347,3.0523,3.0896,3.3507,3.3852,3.464,NA,3.4653,3.7201,3.94,4.0574,4.1456,4.2358
"2011-12-27",1.9836,NA,2.726,2.7302,2.6502,2.6272,2.7316,2.8483,2.927,3.0501,3.0865,3.3505,3.3656,3.4541,NA,3.4603,3.7152,3.938,4.0694,4.1566,4.2459
"2011-12-28",2.3263,NA,2.7257,2.7398,2.6428,2.6439,2.7342,2.8449,2.9278,3.0465,3.0876,3.3567,3.3672,3.4541,NA,3.4603,3.7152,3.9376,4.0694,4.1566,4.2509
"2011-12-29",2.3236,NA,2.7259,2.7395,2.6605,2.6489,2.7369,2.8431,2.8993,3.0289,3.0743,3.3371,3.3441,3.4391,NA,3.4453,3.7077,3.9301,4.0704,4.1568,4.2511
"2011-12-30",2.3128,NA,2.7359,2.7492,2.6641,2.6391,2.7201,2.8153,2.8794,2.9957,3.0376,3.3106,3.325,3.4083,NA,3.4303,3.7002,3.9226,4.0805,4.1644,4.2587
"2011-12-31",2.8436,NA,2.7271,2.7403,2.6761,2.6408,2.7167,2.8071,2.864,2.9806,3.0406,3.2911,3.3153,3.3984,NA,3.4211,3.6953,3.9177,4.0755,4.1611,4.2554
"2012-01-04",2.3431,NA,2.7381,2.7476,2.659,2.6429,2.7278,2.8296,2.8657,2.99,3.0468,3.3137,3.3469,3.4258,NA,3.4395,3.7039,3.9264,4.0842,4.1669,4.2612
"2012-01-05",2.8456,NA,2.75,2.7581,2.6899,2.6529,2.7404,2.8322,2.8913,2.9919,3.0749,3.3019,3.3526,3.434,NA,3.4304,3.7046,3.9394,4.0692,4.1569,4.2512
"2012-01-06",2.8435,NA,2.737,2.7455,2.6345,2.65,2.7391,2.8287,2.8741,2.9707,3.023,3.2696,3.3068,3.3991,NA,3.397,3.6896,3.9374,4.0542,4.1469,4.2412
"2012-01-09",2.8456,NA,2.73,2.7138,2.6576,2.6285,2.7308,2.8405,2.8789,2.9708,3.0243,3.2707,3.3025,3.38,NA,3.3806,3.6951,3.9574,4.0642,4.1519,4.2412
"2012-01-10",2.5389,NA,2.7095,2.7101,2.6515,2.6285,2.7283,2.8338,2.8802,2.9709,3.0286,3.2764,3.3062,3.3988,NA,3.403,3.6944,3.9374,4.0327,4.1361,4.2253
"2012-01-11",2.0856,NA,2.7395,2.74,2.7453,2.7545,2.7884,2.8527,2.8775,2.9817,3.0297,3.2742,3.3245,3.4163,NA,3.4208,3.7072,3.9502,4.0448,4.1448,4.2341
"2012-01-12",2.3206,NA,2.7395,2.74,2.7457,2.7546,2.7841,2.8424,2.8761,2.971,3.0376,3.2794,3.2924,3.3987,NA,3.402,3.7021,3.9451,4.0397,4.1397,4.229
"2012-01-13",2.7077,NA,2.7395,2.74,2.7544,2.7634,2.7938,2.8518,2.8809,2.9924,3.0382,3.2834,3.3062,3.4007,NA,3.4108,3.7071,3.9502,4.0465,4.1458,4.2351
"2012-01-16",3.0439,NA,2.7993,2.7972,2.7854,2.8019,2.8251,2.874,2.8985,3.0022,3.0582,3.2986,3.3212,3.4127,NA,3.4233,3.7146,3.9576,4.054,4.1532,4.2425
"2012-01-17",4.2381,NA,2.9135,2.8056,2.7953,2.8039,2.8208,2.8559,2.9069,3.0142,3.0556,3.2895,3.305,3.3994,NA,3.4045,3.7099,3.9529,4.0492,4.1485,4.2378
"2012-01-18",5.0381,NA,2.9351,2.8527,2.7978,2.8239,2.8614,2.8788,2.9143,3.0118,3.0659,3.2695,3.3045,3.3906,NA,3.3957,3.7055,3.9529,4.0642,4.1485,4.2378
"2012-01-19",3.5689,NA,2.8957,2.8824,2.7053,2.7941,2.8439,2.8786,2.9072,2.9954,3.0356,3.2482,3.2841,3.3741,NA,3.3758,3.6955,3.9429,4.0542,4.1385,4.2278
"2012-01-20",2.1489,NA,2.8705,2.8977,2.7103,2.8037,2.8155,2.8634,2.8942,2.9799,3.0307,3.2381,3.2817,3.3791,NA,3.3808,3.698,3.9454,4.0567,4.141,4.2303
"2012-01-21",2.1406,NA,2.8626,2.896,2.7053,2.7998,2.8169,2.8577,2.8952,2.9864,3.0367,3.2401,3.2787,3.369,NA,3.3811,3.698,3.9454,4.0567,4.141,4.2303
"2012-01-29",1.9706,NA,2.8791,2.8984,2.6823,2.7692,2.7757,2.8486,2.8817,2.9914,3.0333,3.2408,3.2814,3.3689,NA,3.3812,3.6978,3.9452,4.0565,4.1408,4.2301
"2012-01-30",1.6292,NA,2.8664,2.8786,2.6824,2.7712,2.7757,2.8361,2.8858,2.9952,3.0561,3.2559,3.2892,3.3808,NA,3.4005,3.7028,3.9502,4.0615,4.1458,4.2351
"2012-01-31",1.7389,NA,2.8813,2.9083,2.7081,2.7612,2.7658,2.8406,2.8893,3.009,3.0502,3.2613,3.2988,3.3903,NA,3.4064,3.7059,3.9533,4.0549,4.1398,4.2291
"2012-02-01",1.7364,NA,2.8983,2.9182,2.7364,2.7712,2.7829,2.8548,2.9075,3.0147,3.1131,3.3022,3.3517,3.4242,NA,3.4318,3.7209,3.9683,4.0699,4.1548,4.2441
"2012-02-02",1.7389,NA,2.938,2.9624,2.7361,2.7612,2.7733,2.872,2.9059,3.0213,3.1073,3.3218,3.3581,3.433,NA,3.441,3.7255,3.9729,4.0745,4.1594,4.2487
"2012-02-03",1.6956,NA,2.9331,2.9623,2.7352,2.7611,2.7803,2.8736,2.9058,3.0217,3.1113,3.3133,3.3615,3.43,NA,3.436,3.7231,3.9704,4.072,4.157,4.2463
"2012-02-06",1.5464,NA,2.9428,2.9667,2.7275,2.7611,2.8131,2.8755,2.9149,3.0686,3.1409,3.3534,3.3951,3.469,NA,3.4785,3.7443,3.9917,4.0932,4.1782,4.2674
"2012-02-07",1.5481,NA,2.9424,2.965,2.6866,2.7611,2.8176,2.8766,2.9119,3.0567,3.1364,3.3446,3.3961,3.4698,NA,3.481,3.7468,3.9942,4.0957,4.1807,4.2699
"2012-02-08",1.5381,NA,3.0367,3.0619,2.7663,2.8733,2.9275,2.9402,2.9761,3.0872,3.1666,3.3647,3.4119,3.5019,NA,3.5098,3.7608,4.0082,4.1084,4.1927,4.2819
"2012-02-09",1.5381,NA,3.0456,3.0674,2.869,2.9138,2.9589,3.0004,3.0283,3.1356,3.1726,3.3985,3.4406,3.532,NA,3.5409,3.7758,4.0082,4.1084,4.1927,4.2819
"2012-02-10",1.6681,NA,3.0134,3.0343,2.8626,2.9197,2.9547,3.0081,3.0251,3.1261,3.1601,3.3803,3.422,3.5154,NA,3.521,3.7658,3.9982,4.0984,4.1827,4.2719
"2012-02-13",1.6697,NA,3.0257,3.0515,2.8583,2.8927,2.9037,2.9732,3.0243,3.0913,3.1291,3.3463,3.3989,3.5142,NA,3.5148,3.7596,3.992,4.0911,4.1827,4.2719
"2012-02-14",1.9787,NA,3.0689,3.0888,2.8502,2.9151,2.9325,2.9862,3.0158,3.0915,3.1382,3.328,3.3971,3.5132,NA,3.516,3.7602,3.9926,4.0917,4.1727,4.2619
"2012-02-15",1.9889,NA,3.0641,3.0654,2.9256,2.9264,2.9437,3.0136,3.0253,3.131,3.1607,3.3479,3.4338,3.5335,NA,3.5335,3.7702,4.0026,4.1017,4.1877,4.2819
"2012-02-16",2.5739,NA,3.0639,3.0633,2.9256,2.93,2.9696,3.0195,3.0369,3.1401,3.1709,3.3516,3.4426,3.5305,NA,3.5361,3.7715,4.0038,4.1037,4.1889,4.2831
"2012-02-17",3.0705,NA,3.1136,3.1065,2.9412,2.9688,2.9856,3.0351,3.0601,3.1585,3.1978,3.3857,3.452,3.5314,NA,3.5361,3.7715,4.0142,4.1122,4.209,4.3031
"2012-02-20",3.0539,NA,3.077,3.0706,2.9051,2.9066,2.9219,2.986,3.0061,3.1008,3.148,3.3703,3.4199,3.4994,NA,3.5116,3.759,4.0017,4.0933,4.199,4.2931
"2012-02-21",3.1064,NA,3.077,3.0771,2.9002,2.9306,2.936,2.9965,3.0376,3.101,3.1459,3.3588,3.4327,3.499,NA,3.5164,3.7615,4.0043,4.1072,4.2099,4.304
"2012-02-22",2.9789,NA,2.9221,2.9211,2.9002,2.9314,2.9395,3.0023,3.0491,3.1153,3.174,3.3588,3.43,3.5002,NA,3.5276,3.7615,4.0043,4.1072,4.2099,4.304
"2012-02-23",3.0394,NA,2.9604,2.9611,2.8797,2.9339,2.9412,3.004,3.0487,3.121,3.1741,3.3761,3.4219,3.5008,NA,3.5254,3.7603,4.003,4.106,4.2087,4.304
"2012-02-24",2.8774,NA,2.9751,2.9466,2.8962,2.9178,2.9269,2.9976,3.0497,3.1198,3.1814,3.3789,3.4218,3.5029,NA,3.5164,3.7569,3.9997,4.1027,4.2053,4.304
"2012-02-27",2.0623,NA,2.9673,2.9682,2.9247,2.9297,2.9371,3.0021,3.0634,3.1388,3.2072,3.4036,3.4494,3.5391,NA,3.5501,3.7819,4.0247,4.1277,4.2303,4.329
"2012-02-28",1.7309,NA,2.9673,2.9673,2.9196,2.9265,2.9468,3.0129,3.0693,3.1629,3.2274,3.3979,3.4647,3.5391,NA,3.5464,3.786,4.0288,4.1265,4.2303,4.329
"2012-02-29",1.6425,NA,2.9723,2.9646,2.9202,2.9272,2.9475,3.0154,3.0602,3.1305,3.2029,3.3858,3.4379,3.5271,NA,3.534,3.7763,4.0197,4.1321,4.2482,4.3469
"2012-03-01",1.5559,NA,2.9755,2.9651,2.9197,2.9269,2.9305,2.9982,3.0624,3.141,3.2025,3.3951,3.4455,3.54,NA,3.55,3.7775,4.0209,4.1352,4.2495,4.3481
"2012-03-02",1.5784,NA,2.9801,2.9657,2.9186,2.9269,2.9256,3.0036,3.0626,3.1513,3.2231,3.415,3.4757,3.5506,NA,3.5616,3.7826,4.0259,4.1402,4.2544,4.3531
"2012-03-05",1.4957,NA,2.9907,2.9769,2.9082,2.9243,2.9307,3.009,3.0626,3.1596,3.2286,3.4087,3.4926,3.5576,NA,3.5614,3.7826,4.0259,4.1402,4.2544,4.3526
"2012-03-06",1.3646,NA,2.9852,2.9533,2.8782,2.9127,2.9322,3.009,3.0326,3.1455,3.2133,3.4022,3.4621,3.54,NA,3.5465,3.775,4.0184,4.1327,4.247,4.3451
"2012-03-07",1.3646,NA,2.9068,2.8993,2.8583,2.8956,2.9013,3.0102,3.0338,3.1537,3.1896,3.3732,3.4325,3.5258,NA,3.5316,3.7675,4.0109,4.1252,4.2394,4.3376
"2012-03-08",1.3638,NA,2.9068,2.8996,2.8572,2.8916,2.8958,2.9646,3.0025,3.1376,3.1871,3.3641,3.4342,3.5268,NA,3.5316,3.7675,4.0109,4.1254,4.2388,4.337
"2012-03-09",1.358,NA,2.8968,2.8956,2.8561,2.8719,2.8922,2.968,3.004,3.1492,3.1715,3.3786,3.4309,3.5241,NA,3.5367,3.7701,4.0134,4.1454,4.2413,4.3395
"2012-03-12",1.355,NA,2.8824,2.8648,2.8261,2.8375,2.8595,2.9422,2.9993,3.1305,3.1498,3.3596,3.4197,3.5241,NA,3.5242,3.7638,4.0072,4.1392,4.2381,4.3363
"2012-03-13",1.4667,NA,2.8574,2.8594,2.8208,2.8368,2.8654,2.9571,2.9817,3.1178,3.1576,3.3636,3.4223,3.5236,NA,3.5401,3.7698,4.0132,4.1452,4.2441,4.3423
"2012-03-14",1.4631,NA,2.8574,2.8593,2.821,2.8426,2.8785,2.9638,2.9926,3.1311,3.1752,3.3652,3.4454,3.5283,NA,3.5451,3.7748,4.0132,4.1452,4.2401,4.3383
"2012-03-15",1.5969,NA,2.8526,2.8588,2.8211,2.8409,2.8872,2.9791,2.9953,3.1611,3.1902,3.3953,3.4555,3.5481,NA,3.5589,3.7848,4.0232,4.1572,4.2401,4.3383
"2012-03-16",1.6775,NA,2.8572,2.8636,2.8211,2.8439,2.869,2.9703,2.9876,3.1394,3.1881,3.3713,3.4456,3.5381,NA,3.5483,3.776,4.0182,4.1331,4.2331,4.3313
"2012-03-19",1.6942,NA,2.8477,2.8496,2.8311,2.8437,2.8452,2.9625,2.9909,3.1515,3.1826,3.3751,3.4407,3.5481,NA,3.559,3.7815,4.0237,4.1386,4.2326,4.3308
"2012-03-20",1.7984,NA,2.8379,2.8399,2.8311,2.8461,2.8711,2.9708,2.9869,3.1336,3.2038,3.373,3.4513,3.5557,NA,3.5601,3.7822,4.0243,4.1392,4.2332,4.3314
"2012-03-21",1.847,NA,2.833,2.8396,2.8316,2.8525,2.8775,2.969,2.9901,3.1345,3.2148,3.388,3.4473,3.5507,NA,3.5608,3.7809,4.0406,4.1542,4.2252,4.3234
"2012-03-22",1.9975,NA,2.828,2.8347,2.8315,2.8502,2.8816,2.9685,2.9948,3.1431,3.1863,3.3719,3.4514,3.5407,NA,3.5502,3.7784,4.0442,4.1517,4.2227,4.3209
"2012-03-23",2.0117,NA,2.8287,2.8354,2.8277,2.8507,2.8528,2.9436,2.9788,3.1173,3.1597,3.3748,3.4307,3.5187,NA,3.5267,3.7722,4.0477,4.1455,4.2165,4.3147
"2012-03-26",1.9834,NA,2.823,2.8299,2.8284,2.8512,2.8436,2.9458,2.9708,3.104,3.1676,3.3694,3.4261,3.5189,NA,3.5247,3.7711,4.0452,4.1444,4.2155,4.3136
"2012-03-27",1.8475,NA,2.823,2.8299,2.8289,2.8538,2.8436,2.9384,2.9732,3.1171,3.1688,3.3813,3.4335,3.5289,NA,3.5403,3.7796,4.0477,4.1471,4.2182,4.3131
"2012-03-28",1.9342,NA,2.823,2.8034,2.8228,2.8539,2.8485,2.913,2.9631,3.1184,3.1521,3.3569,3.4242,3.5163,NA,3.5223,3.7746,4.0427,4.1421,4.2132,4.3081
"2012-03-29",1.9,NA,2.778,2.7755,2.7718,2.8257,2.8336,2.8603,2.9278,3.0724,3.142,3.3519,3.4098,3.4963,NA,3.5143,3.7716,4.0396,4.1391,4.2102,4.3051
"2012-03-30",1.9759,NA,2.7503,2.7559,2.7682,2.8072,2.8355,2.8587,2.933,3.0818,3.1236,3.3457,3.4038,3.4916,NA,3.5054,3.7676,4.0356,4.1351,4.2062,4.3011
"2012-03-31",1.9725,NA,2.7505,2.7562,2.7685,2.8098,2.8355,2.8542,2.9225,3.0815,3.1236,3.3397,3.4016,3.486,NA,3.5004,3.7655,4.0335,4.133,4.2041,4.299
"2012-04-01",1.9384,NA,2.7584,2.7662,2.7701,2.8262,2.8551,2.8755,2.9252,3.1014,3.1436,3.3588,3.4242,3.5003,NA,3.5204,3.7755,4.0436,4.143,4.2141,4.309
"2012-04-05",2.3025,NA,2.759,2.771,2.7754,2.8479,2.8595,2.8733,2.9163,3.1133,3.1362,3.3614,3.4219,3.5128,NA,3.5191,3.7755,4.0436,4.143,4.2141,4.309
"2012-04-06",2.528,NA,2.7583,2.7698,2.783,2.8458,2.8731,2.8818,2.9152,3.1186,3.1411,3.3591,3.4275,3.5135,NA,3.5203,3.7765,4.0445,4.144,4.2231,4.318
